Year,Age_0_14,Age_15_64,Rural_Population,Labor_Force_Participation,Birth_Rate,Death_Rate,Fertility_Rate,GDP_Growth,Infant_Mortality,Age_65_Plus,Life_Expectancy,Literacy_Rate,Net_Migration,Population,Population_Density,Population_Growth,Urban_Population,Prev_Population,Population_Lag_2,Population_Lag_3,Population_MA3,Population_Change,Population_Growth_Rate,Birth_Rate_Lag_1,Birth_Rate_Change,Death_Rate_Lag_1,Death_Rate_Change,Fertility_Rate_Lag_1,Fertility_Rate_Change,Life_Expectancy_Lag_1,Life_Expectancy_Change,GDP_Growth_Lag_1,GDP_Growth_Change,Net_Migration_Lag_1,Net_Migration_Change,Literacy_Rate_Lag_1,Literacy_Rate_Change,Urban_Population_Lag_1,Urban_Population_Change,Infant_Mortality_Lag_1,Infant_Mortality_Change,Population_Density_Lag_1,Population_Density_Change,Birth_Death_Ratio
2003,34.3900068263248,61.0366264092953,798893541.0,59.606,25.783,8.125,3.122,7.8603814759073,60.4,4.57336676437993,64.086,61.70599899291992,-606970.0,1116803006.0,375.624499611528,1.73438204419235,28.4660287698,1097600380.0,1077898575.0,1057922733.0,1077807229.3333333,19701805.0,1.8277976663991786,26.538,-0.6679999999999993,8.294,-0.18799999999999883,3.217,-0.08599999999999985,63.649,0.49099999999999966,3.80397532112175,-1.0199909444359596,-732419.0,-662073.0,61.35799865722656,0.34800033569335653,28.1756878910456,0.27282268138200294,62.4,-1.8999999999999986,369.165905979773,6.626487039174037,3.199662406558958
2004,33.9801045969698,61.3938727280818,809137143.0,59.445,25.121,7.982,3.046,7.92293661199932,58.5,4.62602267494844,64.484,62.05399932861328,-206660.0,1135991513.0,382.078344471763,1.7035704679088,28.7726067228528,1116803006.0,1097600380.0,1077898575.0,1097433987.0,19202626.0,1.7495097805997477,25.783,-0.754999999999999,8.125,-0.16900000000000048,3.122,-0.0950000000000002,64.086,0.4369999999999976,7.8603814759073,4.05640615478555,-606970.0,125449.0,61.70599899291992,0.34800033569336364,28.4660287698,0.2903408787543995,60.4,-2.0,375.624499611528,6.4585936317549795,3.1732923076923076
2005,33.561919528129,61.7634053727483,818728445.0,59.289,24.304,7.819,2.958,7.92343062148318,56.5,4.67467509912271,64.939,62.40199966430664,-929454.0,1154676322.0,388.36277600826,1.63142146860079,29.0945497159107,1135991513.0,1116803006.0,1097600380.0,1116798299.6666667,19188507.0,1.7181639820908576,25.121,-0.6620000000000026,7.982,-0.1429999999999998,3.046,-0.07600000000000007,64.484,0.39799999999999613,7.92293661199932,0.06255513609202001,-206660.0,400310.0,62.05399932861328,0.34800033569335653,28.7726067228528,0.30657795305279834,58.5,-1.8999999999999986,382.078344471763,6.4538448602349945,3.147206213981458
2006,33.1286520695793,62.1494488498081,827689071.0,58.345,23.564,7.67,2.867,8.06073257166651,54.5,4.72189908061262,65.373,62.75,-342177.0,1172878890.0,394.485011048739,1.56412522526913,29.4309857146804,1154676322.0,1135991513.0,1116803006.0,1135823613.6666667,18684809.0,1.6448018128811495,24.304,-0.8170000000000002,7.819,-0.16300000000000026,2.958,-0.08799999999999963,64.939,0.4549999999999983,7.92343062148318,0.0004940094838605802,-929454.0,-722794.0,62.40199966430664,0.34800033569336364,29.0945497159107,0.321942993057899,56.5,-2.0,388.36277600826,6.2844315364970385,3.108325872873769
2007,32.6823291810805,62.5476673904344,836080287.0,57.418,22.932,7.536,2.775,7.6608150670107,52.5,4.7700034284851,65.803,64.14395432520925,-1037200.0,1190676021.0,400.470881780175,1.50599144392136,29.7810426848684,1172878890.0,1154676322.0,1135991513.0,1154515575.0,18202568.0,1.5764216909264723,23.564,-0.7399999999999984,7.67,-0.14900000000000002,2.867,-0.09100000000000019,65.373,0.4340000000000117,8.06073257166651,0.13730195018332925,-342177.0,587277.0,62.75,0.34800033569335653,29.4309857146804,0.3364359987697014,54.5,-2.0,394.485011048739,6.122235040478984,3.0722294654498046
2008,32.2404380107605,62.9374830161807,843814083.0,56.511,22.506,7.41,2.711,3.08669805921981,50.5,4.82207897305879,66.247,65.5379086504185,-1020047.0,1207930964.0,406.274393496547,1.43877181746736,30.1438485921815,1190676021.0,1172878890.0,1154676322.0,1172743744.3333333,17797131.0,1.517388636775618,22.932,-0.6320000000000014,7.536,-0.13400000000000034,2.775,-0.09200000000000008,65.803,0.4299999999999926,7.6608150670107,-0.3999175046558099,-1037200.0,-695023.0,64.14395432520925,1.3939543252092506,29.7810426848684,0.35005697018799964,52.5,-2.0,400.470881780175,5.985870731435966,3.0429936305732483
2009,31.797288593811,63.3246171976748,851512596.0,55.627,22.211,7.29,2.674,7.86188883286074,48.4,4.87809420851412,66.7,66.93186297562775,-312905.0,1225524753.0,412.191872366045,1.44601731955273,30.5185314023263,1207930964.0,1190676021.0,1172878890.0,1190495291.6666667,17254943.0,1.4491719574152742,22.506,-0.4259999999999984,7.41,-0.12599999999999945,2.711,-0.06400000000000006,66.247,0.4440000000000026,3.08669805921981,-4.574117007790889,-1020047.0,17153.0,65.5379086504185,1.3939543252092506,30.1438485921815,0.36280590731309914,50.5,-2.0,406.274393496547,5.803511716372043,3.037246963562753
2010,31.3423674128553,63.7171853960836,859193297.0,54.766,21.633,7.164,2.598,8.49758470221235,46.3,4.94044719106105,67.162,68.325817300837,-50905.0,1243481564.0,418.231449722352,1.45460361883041,30.9042190810094,1225524753.0,1207930964.0,1190676021.0,1208043912.6666667,17593789.0,1.456522725581857,22.211,-0.2950000000000017,7.29,-0.1200000000000001,2.674,-0.03699999999999992,66.7,0.45300000000000296,7.86188883286074,4.775190773640929,-312905.0,707142.0,66.93186297562775,1.3939543252092506,30.5185314023263,0.374682810144801,48.4,-2.1000000000000014,412.191872366045,5.917478869497984,3.046776406035665
2011,30.8799657912256,64.1076284698584,866781260.0,54.131,21.156,7.048,2.532,5.24131619937695,44.2,5.0124057389161,67.623,69.3000030517578,-247017.0,1261224954.0,424.199245255096,1.41682761544376,31.2746502853309,1243481564.0,1225524753.0,1207930964.0,1225645760.3333333,17956811.0,1.4652344602622647,21.633,-0.5779999999999994,7.164,-0.12600000000000033,2.598,-0.07600000000000007,67.162,0.4620000000000033,8.49758470221235,0.6356958693516104,-50905.0,262000.0,68.325817300837,1.3939543252092506,30.9042190810094,0.3856876786831016,46.3,-2.1000000000000014,418.231449722352,6.0395773563070065,3.019681742043551
2012,30.4154795250561,64.4911322144707,874742588.0,53.509,20.672,6.945,2.47,5.45638755166587,42.2,5.09338826047327,68.076,69.8279300354369,-198935.0,1278674502.0,430.068210238834,1.37405616603306,31.5898935604399,1261224954.0,1243481564.0,1225524753.0,1243410423.6666667,17743390.0,1.426912188623329,21.156,-0.4770000000000003,7.048,-0.11599999999999966,2.532,-0.06599999999999984,67.623,0.4609999999999985,5.24131619937695,-3.2562685028354004,-247017.0,-196112.0,69.3000030517578,0.9741857509207961,31.2746502853309,0.37043120432149834,44.2,-2.0999999999999943,424.199245255096,5.967795532743992,3.0017026106696933
2013,29.9403754395359,64.8769968339134,882334475.0,53.364,20.061,6.859,2.399,6.38610640094825,40.1,5.18262772655076,68.499,70.4713337755427,-151372.0,1295829511.0,435.838110245225,1.33270430507476,31.9096789235237,1278674502.0,1261224954.0,1243481564.0,1261127006.6666667,17449548.0,1.3835397043690274,20.672,-0.4839999999999982,6.945,-0.10299999999999976,2.47,-0.06199999999999983,68.076,0.45299999999998875,5.45638755166587,0.21507135228891983,-198935.0,48082.0,69.8279300354369,0.5279269836791087,31.5898935604399,0.3152432751090011,42.2,-2.0,430.068210238834,5.86896498373801,2.9765298776097913
2014,29.4366305001804,65.2562148871274,889345693.0,53.206,19.089,6.77,2.293,7.41022760508854,38.2,5.30715461269221,68.932,71.1147375156485,-227263.0,1312277191.0,441.370107863944,1.26129027125347,32.2288233408821,1295829511.0,1278674502.0,1261224954.0,1278576322.3333333,17155009.0,1.341624390974209,20.061,-0.6110000000000007,6.859,-0.0860000000000003,2.399,-0.07100000000000017,68.499,0.4230000000000018,6.38610640094825,0.9297188492823807,-151372.0,47563.0,70.4713337755427,0.6434037401057964,31.9096789235237,0.319785363083799,40.1,-2.1000000000000014,435.838110245225,5.769900006390969,2.924770374690188
2015,28.9130012076453,65.6177857140772,895788394.0,53.031,18.936,6.729,2.289,7.99625378571471,36.3,5.46921307827757,69.326,71.75814125575431,-655085.0,1328024498.0,446.666542669658,1.19285563384335,32.5472990022299,1312277191.0,1295829511.0,1278674502.0,1295593734.6666667,16447680.0,1.269278084839048,19.089,-0.9720000000000013,6.77,-0.08900000000000041,2.293,-0.10599999999999987,68.932,0.43300000000000693,7.41022760508854,1.0241212041402896,-227263.0,-75891.0,71.1147375156485,0.6434037401057964,32.2288233408821,0.3191444173584017,38.2,-1.8999999999999986,441.370107863944,5.531997618719004,2.819645494830133
2016,28.3851530629213,65.9731160836743,902255954.0,52.852,18.756,6.7,2.284,8.25630550179086,34.6,5.64173085340436,69.709,72.4015449958601,81248.0,1343944296.0,452.020992940243,1.19162966402099,32.8650780972823,1328024498.0,1312277191.0,1295829511.0,1312043733.3333333,15747307.0,1.1999985298837674,18.936,-0.1529999999999987,6.729,-0.04099999999999948,2.289,-0.0040000000000000036,69.326,0.39399999999999125,7.99625378571471,0.5860261806261695,-655085.0,-427822.0,71.75814125575431,0.6434037401058106,32.5472990022299,0.31847566134779726,36.3,-1.9000000000000057,446.666542669658,5.296434805714,2.814088274632189
2017,27.8478721919213,66.3274225183491,908494076.0,52.671,17.995,6.673,2.193,6.79538341897911,32.9,5.8247052897296,70.068,73.0449487359659,-251642.0,1359657400.0,457.30592394028,1.1623961434697,33.1821328157539,1343944296.0,1328024498.0,1312277191.0,1328081995.0,15919798.0,1.198757856046719,18.756,-0.17999999999999972,6.7,-0.028999999999999915,2.284,-0.0050000000000003375,69.709,0.3830000000000098,8.25630550179086,0.2600517160761511,81248.0,736333.0,72.4015449958601,0.6434037401057964,32.8650780972823,0.3177790950524013,34.6,-1.6999999999999957,452.020992940243,5.354450270585005,2.799402985074627
2018,27.3277554659182,66.6529850197096,914169786.0,52.482,17.91,6.67,2.184,6.45385134497769,31.3,6.01925951437221,70.415,73.6883524760717,-589794.0,1374659064.0,462.351569862673,1.09729906702925,33.4984353473598,1359657400.0,1343944296.0,1328024498.0,1343875398.0,15713104.0,1.1691782201663514,17.995,-0.7609999999999992,6.673,-0.027000000000000135,2.193,-0.09099999999999975,70.068,0.35899999999999466,6.79538341897911,-1.4609220828117504,-251642.0,-332890.0,73.0449487359659,0.6434037401057964,33.1821328157539,0.3170547184716028,32.9,-1.7000000000000028,457.30592394028,5.284931000037034,2.696688146261052
2019,26.832323620307,66.944203338595,919344187.0,52.284,17.368,6.67,2.12,3.87143694070356,29.8,6.22347304109804,70.746,74.8938629973395,-978969.0,1389030312.0,467.185182245332,1.04001395098104,33.8139578818147,1374659064.0,1359657400.0,1343944296.0,1359420253.3333333,15001664.0,1.1033414741095808,17.91,-0.08500000000000085,6.67,-0.0030000000000001137,2.184,-0.008999999999999897,70.415,0.3470000000000084,6.45385134497769,-0.34153207400142005,-589794.0,-338152.0,73.6883524760717,0.6434037401057964,33.4984353473598,0.31630253160589916,31.3,-1.5999999999999979,462.351569862673,5.045645922392964,2.685157421289355
2020,26.3453740591996,67.2377729174314,923922894.0,51.547,16.744,7.214,2.047,-5.77772470686801,28.3,6.41685302336898,70.156,75.5270629470344,-73806.0,1402617695.0,471.755150192218,0.973438646910149,34.1286726088333,1389030312.0,1374659064.0,1359657400.0,1374448925.3333333,14371248.0,1.0454408934083164,17.368,-0.5420000000000016,6.67,0.0,2.12,-0.06400000000000006,70.746,0.33099999999998886,3.87143694070356,-2.58241440427413,-978969.0,-389175.0,74.8938629973395,1.2055105212677972,33.8139578818147,0.31552253445489953,29.8,-1.5,467.185182245332,4.833612382658998,2.6038980509745127
2021,25.9051614152815,67.5490478920304,927115988.0,52.522,16.491,9.259,2.014,9.68959249192875,27.0,6.54579069268807,67.282,76.0596617430205,-348916.0,1414203896.0,475.652042419085,0.822648220128724,34.4425517181304,1402617695.0,1389030312.0,1374659064.0,1388769023.6666667,13587383.0,0.9781919719546048,16.744,-0.6239999999999988,7.214,0.5440000000000005,2.047,-0.07299999999999995,70.156,-0.5899999999999892,-5.77772470686801,-9.649161647571571,-73806.0,905163.0,75.5270629470344,0.6331999496948981,34.1286726088333,0.3147147270185968,28.3,-1.5,471.755150192218,4.569967946886038,2.3210424175214857
2022,25.4877038842946,67.8132963616236,930009287.0,53.587,16.336,6.576,1.994,7.60936497768895,25.7,6.69899975408181,71.698,76.3199996948242,-1353478.0,1425423212.0,479.425536881262,0.790200540609834,34.7555673994206,1414203896.0,1402617695.0,1389030312.0,1401950634.3333333,11586201.0,0.8260412685011792,16.491,-0.2530000000000001,9.259,2.045,2.014,-0.03300000000000036,67.282,-2.8740000000000094,9.68959249192875,15.46731719879676,-348916.0,-275110.0,76.0596617430205,0.5325987959861038,34.4425517181304,0.3138791092971047,27.0,-1.3000000000000007,475.652042419085,3.896892226866953,1.781077870180365
2023,25.0570622244071,68.0210944742065,933771782.0,54.697,16.146,6.611,1.975,9.19075493028345,24.5,6.92184330138637,72.003,81.6999969482422,-979179.0,1438069596.0,483.679010086809,0.883289539766135,35.0676918424186,1425423212.0,1414203896.0,1402617695.0,1414081601.0,11219316.0,0.7933308649292534,16.336,-0.15500000000000114,6.576,-2.6830000000000007,1.994,-0.019999999999999796,71.698,4.415999999999997,7.60936497768895,-2.0802275142398,-1353478.0,-1004562.0,76.3199996948242,0.2603379518037059,34.7555673994206,0.31301568129019586,25.7,-1.3000000000000007,479.425536881262,3.773494462177041,2.484184914841849
2024,24.6239027058366,68.2295801537644,937610709.0,55.639,15.981,6.587,1.962,6.49476552383821,23.3,7.14651714039908,72.235,78.1625330351403,-630830.0,1450935791.0,483.679010086809,0.890706546985984,35.3788972368389,1438069596.0,1425423212.0,1414203896.0,1425898901.3333333,12646384.0,0.887202052943698,16.146,-0.18999999999999773,6.611,0.03500000000000014,1.975,-0.018999999999999906,72.003,0.3050000000000068,9.19075493028345,1.5813899525945008,-979179.0,374299.0,81.6999969482422,5.379997253417997,35.0676918424186,0.31212444299799813,24.5,-1.1999999999999993,483.679010086809,4.253473205546982,2.4422931477839964
2025,24.6239027058366,68.2295801537644,937610709.0,55.658,15.981,6.587,1.962,6.49476552383821,23.3,7.14651714039908,72.235,78.1625330351403,-495753.0,1450935791.0,483.679010086809,0.890706546985984,35.3788972368389,1450935791.0,1438069596.0,1425423212.0,1438142866.3333333,12866195.0,0.894685141511051,15.981,-0.16500000000000092,6.587,-0.02400000000000002,1.962,-0.013000000000000123,72.235,0.23199999999999932,6.49476552383821,-2.69598940644524,-630830.0,348349.0,78.1625330351403,-3.5374639131019023,35.3788972368389,0.3112053944203055,23.3,-1.1999999999999993,483.679010086809,0.0,2.426142401700319
